Name,Type-MAN
J091110.31+544024.9,2
J091113.59+031221.2,1
J091114.90+324019.0,2
J091118.62+630927.9,1
J091119.57+621925.3,1
J091120.46+400550.1,1
J091122.12+091655.8,1
J091123.92+421903.1,2
J091124.89+503504.7,1
J091126.03+142608.4,1
J091128.44+203412.5,2
J091130.71+292932.0,1
J091134.56+524202.3,2
J091134.88+480029.6,1
J091135.11+392443.6,2
J091140.89+393323.5,2
J091141.46+302413.5,1
J091144.32+061009.6,3
J091146.70+155826.0,1
J091146.85-001445.6,2
J091147.75+334916.8,1
J091148.60+063322.3,1
J091151.34+294929.4,1
J091151.56+565554.3,1
J091153.60+494815.6,2
J091153.65+234709.6,2
J091154.57+081231.1,1
J091154.84+010855.6,1
J091154.99+551415.4,1
J091201.68+532036.6,1
J091202.58+072449.2,2
J091203.48+105449.7,2
J091204.37+143530.3,2
J091210.66+011649.2,2
J091218.37+483045.1,2
J091219.89+104747.7,2
J091220.78+275547.2,1
J091226.10+301357.6,1
J091232.45+093648.5,3
J091232.96-005021.0,2
J091235.11+152130.7,1
J091240.40+575253.0,1
J091240.67+164234.7,4
J091241.31+524206.2,1
J091244.03+111948.5,4
J091244.46+484015.2,1
J091249.60+050317.7,3
J091254.25+150005.2,1
J091255.06+582532.2,2
J091255.25+270320.9,1
J091255.71+272130.9,3
J091257.20+235941.7,2
J091258.81+612325.4,2
J091300.16+434725.7,2
J091302.52+365719.6,2
J091305.20+334031.6,2
J091306.62-004646.1,1
J091307.73+474230.4,1
J091315.67+004444.4,4
J091315.76+520854.9,4
J091317.25+334853.7,1
J091323.39+040625.7,2
J091324.32+032821.9,2
J091324.35+525355.5,1
J091325.00+122740.5,4
J091328.10+030921.5,1
J091332.67+362829.9,2
J091336.84+631852.2,1
J091337.21+031720.5,4
J091341.42+092125.4,1
J091342.64+033124.6,1
J091343.82+001729.0,1
J091344.60+474216.6,2
J091350.71+003402.0,2
J091352.17-004535.0,3
J091357.47+015719.5,1
J091357.82+025707.7,3
J091404.04+361733.0,1
J091405.37+300041.3,4
J091408.92+175244.5,2
J091412.51+620744.1,2
J091415.24+211639.8,3
J091416.55+031212.1,1
J091419.85+365636.0,1
J091419.98+120016.3,3
J091420.48+541920.6,1
J091434.67+022716.6,3
J091437.31+361623.4,2
J091437.82+122343.4,2
J091443.13+073544.9,2
J091448.00+633756.0,2
J091452.54+041555.3,2
J091452.57+154432.1,1
J091454.31+311546.3,1
J091455.53+604712.7,1
J091455.96+580612.5,2
J091456.95-002240.9,3
J091458.78+582804.2,2
J091505.20+580526.0,1
J091507.67+362232.3,4
J091515.39+333138.1,3
J091515.57+460539.0,2
J091517.14+205005.0,1
J091519.80+083353.7,2
J091524.35+463710.5,2
J091524.92+432815.0,3
J091526.57+195442.3,1
J091527.44+111907.8,2
J091532.93+542538.0,4
J091535.15+444916.2,3
J091539.75+105225.5,1
J091540.29+425718.3,1
J091540.59+053306.4,3
J091545.18+011829.0,1
J091546.10+494216.6,2
J091546.32+260150.5,1
J091549.46+295002.3,1
J091549.71+075128.0,2
J091551.65+202717.6,1
J091552.96+473820.2,2
J091553.02+200357.6,2
J091559.07+081017.5,1
J091603.72+003341.3,3
J091609.02-002226.3,4
J091612.43+084305.8,2
J091619.57+220934.2,3
J091620.10+363722.7,3
J091625.25+070543.5,2
J091626.44+310945.8,1
J091627.53+505751.2,2
J091627.64+010927.6,1
J091632.07+160721.3,2
J091634.40+525803.4,3
J091636.86+271325.2,2
J091643.82+392708.4,2
J091646.20+250514.2,1
J091647.75+381805.9,4
J091648.46+283613.4,1
J091649.78+254653.9,1
J091651.93+523828.4,4
J091655.90+513916.7,2
J091659.04+414955.9,1
J091703.25+362557.4,2
J091707.98+550908.2,4
J091712.71+292451.7,2
J091713.14+464727.7,1
J091717.71+443425.3,1
J091719.30+424544.1,1
J091719.60+083516.5,3
J091720.42+082329.4,1
J091721.21+325929.3,3
J091727.17+063928.5,1
J091728.66+074232.3,2
J091730.14+051944.6,1
J091735.27+412822.9,1
J091739.54+061656.6,2
J091742.00+430826.9,1
J091743.36+022547.2,3
J091745.64+555707.2,2
J091747.75+252201.9,2
J091748.53+073130.7,1
J091751.31+461420.0,1
J091752.90+373054.5,2
J091800.10+012132.4,2
J091809.61+342045.2,2
J091811.10+000708.4,1
J091811.73+050058.4,2
J091813.32+070912.1,4
J091813.56+130317.3,1
J091817.57+244028.3,2
J091823.03+333941.7,2
J091824.98+233427.0,1
J091826.62+293411.9,2
J091828.89+240831.6,2
J091832.95+420923.0,2
J091836.67+040006.6,2
J091837.95+515039.8,3
J091838.93+052803.8,2
J091843.42+401411.1,1
J091849.50+084318.9,1
J091851.14+601749.4,1
J091851.60+524322.9,1
J091856.14+152521.9,1
J091859.49+551920.3,3
J091902.02+472955.0,1
J091902.54+401012.5,1
J091903.60+100616.8,1
J091911.94+060828.3,2
J091913.16+130057.1,3
J091923.44+403902.9,3
J091925.66+110659.5,1
J091926.30+391405.1,2
J091928.07+325310.1,1
J091932.57+480152.1,1
J091934.36+033946.1,1
J091935.82+473911.3,2
J091936.96+014938.1,2
J091940.21+134321.0,2
J091942.21+260924.0,3
J091944.27+043018.4,4
J091944.82+360949.4,2
J091947.28+091044.2,3
J091952.47+394447.0,1
J091953.06+295618.1,3
J091956.32+335108.5,2
J092009.99+305420.4,2
J092015.22+583001.8,2
J092015.67+391014.0,1
J092016.46+320845.2,1
J092020.03+165339.4,2
J092023.66+171736.6,3
J092030.03+520355.2,2
J092030.94+401846.2,4
J092041.63+065958.7,3
J092042.50+143144.8,2
J092042.63+514610.5,1
J092043.57+024420.1,2
J092052.60+393805.8,2
J092055.42+065012.5,2
J092056.82+521231.2,2
J092057.09+472141.6,1
J092101.47+112945.4,2
J092101.50+011417.8,1
J092102.14+434158.8,1
J092103.16+634021.3,1
J092104.26+432524.5,3
J092104.79+072338.3,4
J092105.82+390039.2,1
J092109.17+114547.4,3
J092109.58+040306.0,1
J092109.75+125923.6,2
J092117.03+500245.6,2
J092120.67+264347.8,2
J092121.87+050619.9,1
J092121.94+032010.5,1
J092126.57+052203.9,1
J092129.55+155139.9,1
J092132.21-002645.8,2
J092135.52+111523.4,2
J092140.28+175434.5,1
J092141.38+161038.2,3
J092146.45+152211.1,1
J092148.18+560154.5,1
J092155.99+292613.5,1
J092156.36+141841.3,2
J092156.99+173446.1,2
J092158.10+051646.2,2
J092202.56+181238.3,1
J092204.83+451750.2,2
J092206.54+501642.1,2
J092206.78+233005.8,1
J092208.94+464942.4,2
J092210.40+122335.9,2
J092211.65+055032.9,1
J092213.01+542157.2,1
J092213.05+330446.2,2
J092213.30+352257.1,1
J092215.66-002715.0,2
J092218.21+181252.1,1
J092218.67+515342.3,2
J092220.87+142053.8,1
J092230.57+324450.0,2
J092236.57-002432.5,2
J092242.86+411705.5,1
J092247.84+394508.2,1
J092249.40+153425.6,2
J092251.10+182939.6,1
J092251.14+111011.7,4
J092253.10+185130.4,1
J092254.49+122237.6,2
J092254.50+040038.9,1
J092254.75+322642.0,1
J092255.18+541828.2,3
J092256.59+250130.7,4
J092257.10+311238.4,3
J092257.35+023647.4,1
J092301.50+332642.4,2
J092302.60+374737.6,1
J092303.04+250051.0,1
J092303.06+041127.9,1
J092304.79+295908.7,2
J092307.46+543655.2,2
J092309.41+423428.9,3
J092311.01+103042.6,3
J092329.28+254608.8,1F
J092330.96+003121.0,2
J092335.52+484234.4,4
J092336.31+441858.8,3
J092338.86+570559.4,4
J092344.67+463113.8,1
J092346.43+555508.0,2
J092347.36+304737.1,2
J092347.96-005307.9,3
J092348.64+593039.4,1
J092348.85+204650.7,1
J092352.75+141658.6,3
J092357.47+430741.6,3
J092400.86+430636.2,1
J092401.89+060635.6,2
J092404.91+062715.7,2
J092405.04+052703.8,2
J092405.30+141021.6,1
J092406.79+131259.9,3
J092418.23+323440.6,1
J092421.23+410933.1,2
J092424.50+112909.0,2
J092425.60+055726.4,1
J092427.42+453603.7,1
J092427.82+355325.5,2
J092430.60+315955.6,1
J092430.82+075656.0,4
J092431.96+151144.0,2
J092435.57+141417.2,2
J092441.10+300832.2,2
J092443.63+280931.1,1
J092445.57+041354.7,2
J092445.89+304933.1,2
J092446.60+251753.8,1
J092447.53+503535.6,1
J092449.04+060242.9,3
J092452.67+181213.3,2
J092452.71+382106.4,1F
J092452.78+313734.2,1
J092454.96+053012.9,1
J092455.00+334908.5,2
J092502.41+105202.1,2
J092508.58+310341.5,3
J092510.49+093447.1,3
J092511.32+564033.5,2
J092511.57+190713.2,1
J092513.75+112328.0,1
J092521.32+453436.2,2
J092522.73+174433.7,2
J092524.12+172000.4,1
J092527.46+605941.1,2
J092527.55+072641.6,1
J092528.14+111927.0,1
J092530.39+475050.9,3
J092533.42+170615.1,1
J092533.46+201239.6,2
J092533.67+021342.5,1
J092539.06+362705.6,4
J092539.21+573460.0,2
J092539.46+061636.8,2
J092542.28+455241.7,1
J092544.92+593312.4,1
J092547.99+572208.3,1
J092549.47+245936.0,2
J092559.46+275245.3,3
J092600.05+202417.2,2
J092600.19+381628.9,2
J092600.52+190307.4,3
J092603.14+273648.0,1
J092611.44+212225.5,2
J092612.34+324721.2,4
J092612.58+110321.3,2
J092615.21+165112.7,4
J092622.85+020228.9,3
J092629.44+032617.8,1
J092630.30+105912.6,4
J092630.91+104053.1,1
J092631.98+391052.9,2
J092632.15+201535.9,2
J092635.46+293422.2,4
J092636.27+544003.7,1
J092636.64+262802.9,3
J092636.74+351949.8,1
J092639.57+084748.7,1
J092642.28+075335.4,1
J092642.40+075825.1,1
J092642.42+304459.0,3
J092644.74+550959.6,1
J092645.92+012003.0,2
J092647.10+085144.8,1
J092651.89+293123.7,1
J092654.28+271613.6,2
J092657.85+175435.3,2
J092658.29+475326.0,1
J092658.47+173752.0,1
J092701.46+542406.6,2
J092703.20+045709.9,2
J092704.28+542346.6,4
J092709.53+001047.3,2
J092713.44+074920.1,1
J092714.35+093802.5,2
J092720.51+512343.9,2
J092722.03+194749.5,1
J092722.19+512726.2,2
J092727.64+264856.4,1
J092729.66+064430.9,1
J092730.12+182507.5,3
J092732.43+262606.7,1
J092735.74+300511.5,1
J092740.64+554548.1,2
J092745.03+251000.8,1
J092745.32+045614.8,3
J092747.57+075934.0,2
J092747.89+231405.7,3
J092751.96+280345.3,2
J092753.34+192213.1,2
J092801.05+090430.5,3
J092804.53+203145.2,2
J092808.00+101054.4,2
J092809.24+404436.3,2
J092809.78+375449.1,2
J092813.56-004523.3,2
J092815.08+033125.0,2
J092819.67+341428.3,1
J092821.19+364628.2,2
J092822.60+330932.4,2
J092824.62+003014.3,1
J092825.51+075244.7,2
J092834.82+371841.1,1
J092837.35+214858.5,1
J092838.71+240251.6,1
J092841.53+280017.9,3
J092850.35+145841.0,1
J092851.61+565620.8,2
J092857.42+351809.0,3
J092857.42+552415.0,2
J092900.40+162806.4,1
J092900.68+204517.2,2
J092905.63+130201.8,4
J092911.47+543823.2,1
J092915.01+002426.0,3
J092915.77-001355.7,1
J092922.82+382948.6,1
J092923.28+092815.3,3
J092924.92+193421.0,1
J092926.16+315504.9,2
J092931.92+462644.0,1
J092935.78+491938.8,3
J092942.78+314200.1,2
J092951.89+141533.4,2
J092952.40+100651.8,2
J093000.99+204024.7,1
J093003.31+035629.4,1
J093003.74+112041.2,4
J093007.96+482717.0,2
J093010.21+512432.0,1
J093012.02+490421.5,2
J093014.53+301445.0,4
J093014.65+425746.9,1
J093015.35+063149.0,2
J093018.67+374802.0,2
J093020.14+034935.4,1
J093023.35+574900.2,1
J093023.80+242457.7,1
J093024.48+124804.4,2
J093030.23+025852.8,1
J093035.20+552305.9,1
J093037.04+074410.9,2
J093037.57+495025.6,1
J093039.39+224137.8,2
J093042.93+043906.2,1
J093043.63+251740.5,2
J093043.68+321227.8,1
J093045.39+165929.2,2
J093050.54+215107.9,2
J093051.61+014840.6,1
J093056.85+393335.7,1
J093104.54+332933.4,3
J093108.64+613447.2,1
J093114.32+324952.1,2
J093118.82-003801.1,2
J093119.85+431411.0,2
J093121.98+220321.5,1
J093122.96+150847.2,1
J093123.57+340516.6,2
J093128.92+411736.3,3
J093129.62+254310.8,2
J093141.45+474209.2,1F
J093142.46+031108.5,3
J093144.07+174916.9,2
J093145.17+104218.8,1
J093145.67+340333.4,2
J093148.60+180322.0,1
J093150.21+430036.9,2
J093153.21+511513.3,2
J093153.28+125140.6,3
J093156.07+012940.0,1
J093158.57+551751.3,2
J093200.68+120117.0,2
J093205.16+244452.3,2
J093207.65-004716.8,1
J093208.28+291459.0,1
J093209.60+363002.6,2
J093210.55+245109.1,1
J093211.55+290643.2,3
J093212.08+393608.4,1
J093215.42+402544.0,1
J093216.55+021751.5,1
J093217.67+120631.6,2
J093220.07+082151.0,1
J093221.55+145857.3,2
J093229.73+432910.4,1
J093233.53+445901.9,2
J093236.14+602826.2,2
J093238.29+161157.2,3
J093239.36+104235.2,1
J093240.78+601228.6,2
J093242.81-003948.8,1
J093245.92+265446.4,2
J093248.49+265504.7,2
J093307.29+133650.0,2
J093307.79+051438.5,4
J093308.25+283715.7,1
J093314.07+215745.1,1
J093314.82+630945.1,1
J093315.51+560230.2,1
J093320.46+123336.8,2
J093325.14+342723.9,2
J093326.62+094156.5,1
J093327.53+411454.9,3
J093341.63+180513.6,2
J093343.57+561453.6,1
J093344.50+104134.0,1
J093349.82+451957.8,4
J093352.60+580118.7,3
J093355.42+372641.1,2
J093356.03+385239.0,1
J093356.27+583227.6,3
J093357.25+554410.6,4
J093357.77+485315.1,1
J093400.57+480102.1,1
J093403.93+634755.4,2
J093405.48+102828.1,2
J093406.08+612432.0,2
J093414.30+241335.1,1
J093416.23+131141.5,1
J093416.48+511401.7,3
J093416.51+234016.5,2
J093418.96+251009.1,1
J093421.14+024038.2,1
J093423.71+493207.8,2
J093425.94+293200.6,3
J093430.67+030545.3,1
J093431.19-002307.6,2
J093435.82+142041.7,3
J093442.60+414855.7,2
J093448.42+093537.2,1
J093448.89+313817.6,2
J093450.60+061140.6,2
J093451.09+025926.6,3
J093451.89+255712.7,4
J093453.99+154256.6,1
J093456.52+050107.7,1
J093459.27+230731.2,2
J093500.34+240453.7,2
J093501.97+225306.2,1
J093503.00+004916.6,1
J093503.08+243546.9,1
J093504.66+163008.4,2
J093506.33+415631.6,2
J093506.70+535154.8,3
J093509.01+050356.4,1
J093510.48+321502.2,1
J093511.69+120514.2,2
J093512.00+394851.9,1
J093514.63+122048.6,2
J093515.21+004540.3,2
J093515.92+093218.4,2
J093518.17+382320.3,1
J093520.69+112354.2,2
J093521.16+242142.8,1
J093521.46-000400.5,1
J093524.41+124819.3,1
J093525.60+153727.6,1
J093525.69+204859.5,1
J093527.94+195311.5,1
J093530.30+091617.0,2
J093531.19+240114.4,2
J093531.87+300817.7,2
J093533.71+005614.4,2
J093534.77+433823.3,1
J093538.32+095723.6,1
J093539.10+163053.9,1
J093540.63+510203.8,2
J093541.82+030014.3,2
J093546.04+402213.7,2
J093549.71+072502.2,2
J093552.00+491024.3,1
J093553.18+542837.6,1F
J093556.92+224911.6,1
J093606.63+255419.2,3
J093609.38+331308.4,3
J093611.83+500237.6,3
J093612.31+145548.6,1
J093612.75+104103.4,2
J093612.82+091439.7,1
J093623.05+563431.2,1
J093627.87+103609.7,2
J093639.35+243458.6,1
J093639.50+332035.4,2
J093639.54+464833.0,1
J093641.57+530627.6,2
J093643.64+084951.1,4
J093645.11+050927.0,1
J093647.93+122845.2,1
J093649.71+492530.8,1
J093653.28+103958.4,1
J093655.86+034302.1,1
J093656.79+290853.1,2
J093700.56+153459.2,3
J093705.46+082809.8,1
J093709.02+080229.4,2
J093713.14+545718.8,1
J093714.42+274403.4,1
J093717.71+010823.3,1
J093725.80+305937.6,1
J093728.73+022557.8,2
J093729.12+151524.9,1
J093734.00+083415.1,1
J093734.11+145935.8,2
J093734.57+224410.8,1
J093736.79+151633.6,1
J093737.93+092527.6,1
J093737.97+375808.4,2
J093739.57+432929.4,4
J093740.25+084713.6,2
J093741.13+513035.3,4
J093742.84+002224.7,2
J093745.32+184857.5,1
J093752.77+285636.0,1
J093755.64+321515.9,1
J093756.24+013701.7,2
J093759.10+035142.8,1
J093759.67+075011.9,2
J093759.72+232354.9,3
J093802.37+291454.6,1
J093805.08+485802.7,1
J093807.87+371751.4,2
J093811.09+143906.2,1
J093816.71+273523.7,2
J093819.46+622822.7,2
J093819.55+274914.9,2
J093819.78+080715.9,1
J093821.50+554333.9,3
J093825.05+620308.7,2
J093827.91+520845.0,3
J093828.32+054215.0,3
J093830.17+520150.6,2
J093831.69+302410.1,4
J093834.02+145513.6,1
J093834.74+062251.0,2
J093837.60+482255.4,2
J093839.25+142708.2,3
J093842.28+082312.8,2
J093851.85+193248.8,3
J093852.60+413015.8,2
J093853.71+001933.1,1
J093853.78+350648.2,2
J093854.53+521831.3,2
J093859.86+311123.7,1
J093901.53+263006.4,1
J093904.50+274552.2,4
J093905.79+223656.7,2
J093907.67+125640.2,2
J093909.50+374001.7,1
J093912.16+284155.4,1
J093914.55+451851.0,2
J093914.97+285058.8,2
J093918.46+505221.4,1
J093919.07+302143.5,1
J093919.28+371258.5,1
J093920.82+243709.4,2
J093921.21+633509.7,1
J093921.26+260709.9,1
J093922.19+001320.6,1
J093927.55+001834.3,1
J093928.01+255533.9,2
J093930.62+444955.8,4
J093931.62+054851.5,2
J093933.31+234827.3,2
J093938.70+002433.6,1
J093945.99+253001.4,1
J093951.46+142611.9,1
J093955.17+164705.9,1F
J093957.35+164712.8,2
J093959.27+170445.2,2
J094003.77+510421.8,2
J094006.91+482649.2,4
J094008.11+073152.2,1
J094011.31+522919.8,2
J094013.47+262656.7,1
J094022.44+614826.2,1
J094022.91+092856.1,2
J094028.14+111733.5,2
J094033.35+220002.2,3
J094034.68+140048.7,4
J094047.25+404110.8,2
J094048.06+123758.4,2
J094051.39+234832.5,3
J094053.68+011931.1,1
J094053.75+441650.4,2
J094059.59+404902.8,1
J094101.36+421511.1,2
J094104.08+203359.4,2
J094104.73+143459.4,1
J094105.83+423915.7,2
J094111.98+554659.7,2
J094114.28+035342.7,2
J094118.78+455854.2,1
J094120.01+553212.4,2
J094121.28+070300.4,2
J094122.42+552439.1,1
J094125.00+123437.8,3
J094125.07+212101.5,4
J094126.48+392359.3,4
J094126.60+594440.0,1
J094131.08+182758.7,1
J094135.04+343726.0,1
J094135.70+373156.8,1
J094138.84+265722.1,1
J094141.50+642028.9,2
J094144.46+491304.4,1
J094154.39+113044.9,2
J094155.89+613429.8,1
J094200.81+323905.9,1
J094204.21+054427.3,3
J094205.12+433836.0,4
J094206.50+465706.4,2
J094211.18+273613.8,1
J094213.19+211638.1,2
J094214.19+614301.3,3
J094214.80+152251.3,4
J094214.80+323837.9,2
J094220.39+141521.6,1
J094221.98+062336.5,1
J094223.30+284414.4,1
J094224.53+010858.9,1
J094226.01+490806.3,2
J094226.98+065921.8,1
J094230.37+293201.0,1
J094233.32+632405.9,2
J094233.65+243937.8,3
J094239.42+250746.2,3
J094243.71+472741.6,1
J094252.28+142737.3,4
J094254.93+373736.5,4
J094303.27+040745.8,2
J094307.32+250131.5,3
J094309.33+295018.8,1
J094309.50+135131.9,2
J094310.82+295203.6,1
J094313.52-003249.4,3
J094314.58+120934.2,3
J094317.98+392252.8,2
J094320.62+122610.5,2
J094321.44+121023.7,1
J094322.92+224913.4,1
J094323.80+054626.1,3
J094323.89+355424.5,2
J094324.60+435342.1,2
J094327.17+305207.6,2
J094343.95+371429.9,1
J094349.52+110609.3,1
J094351.67+235109.2,3
J094358.03+164116.5,1
J094401.11+015225.0,1
J094405.04+233508.0,3
J094406.13+243136.8,1
J094411.16+451338.4,4
J094419.48+254608.3,1
J094419.89+424932.7,1
J094424.80+353051.9,1
J094425.73+520136.8,3
J094426.51+574558.1,2
J094428.00+271909.9,2
J094430.46+031504.0,3
J094432.84+234757.8,3
J094433.22+093156.6,3
J094434.46-004429.9,2
J094440.17+013934.2,2
J094444.25+151408.7,2
J094446.18-003029.8,1
J094448.31+090329.4,2
J094454.15+390113.2,2
J094458.70+301122.6,1
J094500.36+330434.4,2
J094500.70+400238.0,2
J094502.60+280735.1,2
J094513.41+382311.3,1
J094514.58+242353.7,2
J094515.10+331924.9,2
J094515.52+551507.2,2
J094517.07+232623.4,2
J094523.35+423603.9,1
J094529.67+001519.9,1
J094531.87+032755.8,2
J094532.56+603148.1,1
J094539.70+120418.8,2
J094542.24+575747.7,1
J094543.60+043931.4,3
J094547.53+640658.9,1
J094555.13+304700.8,2
J094601.02+292550.1,3
J094601.83+214320.6,1
J094604.37+202832.7,3
J094605.28+281635.3,3
J094609.55+403221.2,1
J094611.07+023420.4,2
J094611.34+470649.3,3
J094612.40+021027.3,1
J094614.53+083023.7,4
J094615.13+433836.7,2
J094615.59+074557.7,1
J094616.01+281823.5,1
J094616.23+081803.3,1
J094617.64+492312.2,3
J094618.76+375521.5,2
J094620.21+010452.0,1
J094622.01+572312.8,2
J094622.76+282301.0,1
J094628.12+533454.6,1
J094630.66+105203.0,1
J094631.55+321902.4,1
J094632.54+085601.0,1
J094634.50+002802.0,1
J094634.52+553157.6,4
J094635.45+103429.6,1
J094637.72+294313.1,1
J094639.28+111214.3,1
J094643.61+300707.1,1
J094644.82+185202.7,3
J094645.45+542536.9,2
J094649.85+093026.9,2
J094649.93+253625.4,2
J094650.14+135529.9,3
J094650.14+624539.3,1
J094651.42+055954.4,1
J094654.00+450536.9,2
J094655.10+302312.4,2
J094656.90-001507.8,1
J094659.14+413633.8,1
J094702.73+094340.2,3
J094702.89+100856.9,1
J094703.02+231614.3,3
J094703.22-004837.5,2
J094707.11+433825.9,1
J094707.86+374945.8,1
J094708.82+421125.6,3
J094713.63+003956.3,2
J094715.31+525058.5,4
J094718.16+112959.5,1
J094719.53+291451.5,2
J094720.12+384520.7,1
J094734.04+280949.5,1
J094734.35+015650.7,1
J094736.96+090740.8,3
J094737.49+211432.8,2
J094737.71+305323.6,1
J094745.07+522900.7,1
J094745.92+112022.1,1
J094748.00+020159.6,3
J094749.35+263618.7,2
J094749.46-002032.3,1
J094800.81+324138.1,1
J094801.05+381120.6,2
J094801.17+290011.4,1
J094801.87+164952.5,1
J094802.92+435735.1,2
J094807.38+381217.0,2
J094814.67+074252.0,3
J094815.66+531752.8,1
J094817.89+135806.5,2
J094819.32+004716.9,1
J094825.32+354407.7,1
J094832.02+553535.3,1
J094835.53+033647.9,1
J094836.29+240715.9,1
J094836.34+154813.4,2
J094836.35+453641.6,1
J094841.06+421813.2,3
J094841.29+444043.3,1
J094841.53+195202.2,3
J094843.06+263505.0,1
J094843.21+340431.0,2
J094849.85-011109.2,1
J094850.40+204910.7,1
J094858.82+384252.9,2
J094859.20+195937.5,1
J094900.21+015903.3,2
J094903.77+634953.5,1
J094907.33+161625.5,1
J094908.82+105138.3,1
J094914.89+291431.1,1
J094915.60+102353.3,1
J094915.97+025001.9,1
J094917.60+180822.8,3
J094921.94+481244.5,2
J094922.57+540604.2,1
J094923.48+054804.5,1
J094926.67+295941.9,2
J094929.01+050245.3,1
J094930.46+481756.5,2
J094942.78-005024.3,4
J094951.25+215834.4,1
J094953.27+604915.1,3
J094953.96+103639.4,1
J094957.14+471031.1,2
J095000.30+180418.8,1
J095001.70+124900.2,2
J095012.42+234933.7,2
J095016.62+290034.3,2
J095023.19+503422.6,1
J095030.46+624322.8,1
J095033.22+032330.9,2
J095033.49+283857.9,1
J095034.60+283959.6,2
J095035.21+234617.2,2
J095039.28+225406.3,2
J095044.32+033059.7,1
J095046.32+193824.2,1
J095047.96+143946.2,3
J095049.17+440502.9,1
J095050.06-005315.9,3
J095051.00+330702.4,2
J095055.07+140605.0,2
J095056.21+200927.4,2
J095058.70+375758.9,1F
J095100.57+012313.2,1
J095101.51+334252.9,1
J095102.60+102213.4,4
J095104.69+335548.0,2
J095105.71+450714.1,1
J095117.73+371651.2,2
J095119.10+481319.4,1
J095127.12-002415.3,2
J095133.32+350012.5,1
J095136.07+354810.5,2
J095138.35+074439.7,4
J095141.45+155108.5,1
J095143.03+604702.2,1
J095143.54+044446.4,1
J095150.28+073730.3,2
J095153.77+114406.3,1
J095154.36+300122.7,4
J095154.60+323810.5,1
J095157.06+293900.0,3
J095200.56+604505.6,1
J095202.66+094018.3,2
J095204.82+012426.5,2
J095206.13+091959.2,1
J095208.47+430208.3,1
J095214.35+510009.6,2
J095226.07+313609.2,4
J095227.48+222433.3,2
J095233.20+215758.4,1
J095236.14+570307.2,2
J095236.59+295234.1,1
J095238.22+284443.1,1
J095239.67+061841.1,1
J095241.85+581532.5,2
J095243.28+102503.2,1
J095244.57+045254.9,2
J095245.27+530407.8,4
J095249.17+515305.1,1
J095250.96+080735.5,1
J095254.03+134534.0,1
J095254.31+435348.7,1
J095256.02+002127.9,2
J095256.25+341022.1,1
J095257.03-004731.1,1
J095259.71+053311.9,1
J095301.06+160022.9,2
J095305.00+185957.4,3
J095308.99+172219.8,1
J095309.34+070816.7,2
J095313.25+282413.6,1
J095317.55+111741.8,2
J095317.64+540351.1,2
J095320.57+181913.2,4
J095323.37+123742.1,2
J095323.64+232144.9,2
J095325.39+641711.1,2
J095327.44+224829.1,2
J095330.42+002655.2,1
J095330.75+410925.1,4
J095333.42+204835.6,1
J095334.88+025806.0,1
J095335.38+391221.3,4
J095338.53+255908.9,1
J095339.64+125656.1,2
J095341.38+014202.4,3
J095346.52+464416.1,1
J095346.96+121530.0,4
J095347.03+290126.7,3
J095349.50+121811.1,1
J095351.36+221532.1,4
J095351.88+180902.1,2
J095352.52+093610.5,2
J095353.17+203543.2,3
J095354.27+453916.8,2
J095355.07+315843.5,2
J095355.10+102432.8,1
J095356.14+474750.0,1
J095357.14+484137.4,2
J095358.17+222949.1,2
J095359.82+324728.7,1
J095359.97+085535.8,2
J095402.23+103629.7,1F
J095403.06+592413.0,2
J095409.72+360315.5,1
J095412.21+481524.7,1
J095413.51+134456.4,3
J095419.19+271560.0,3
J095422.85+585216.5,1
J095423.28+584254.3,2
J095425.57-005543.3,2
J095426.66+413630.4,1
J095427.26+575450.4,1
J095428.42+225245.2,2
J095428.76+130334.4,1
J095429.05+232126.2,1
J095430.01+581244.2,3
J095436.06-000334.3,2
J095440.21+105224.5,2
J095445.42+355350.2,1
J095445.78+350728.1,1
J095446.25+105402.6,2
J095447.93+533806.5,1
J095448.85+144331.1,3
J095453.25+223242.2,1
J095459.35+600624.5,1
J095502.79+582311.2,1
J095504.51+591932.7,2
J095507.83+111914.1,4
J095512.73+540626.0,1
J095515.39+300112.1,2
J095517.67+014533.7,1
J095519.67+440618.0,2
J095522.28+610219.0,2
J095527.76+034516.8,2
J095528.25+193727.2,2
J095531.48+382543.8,3
J095531.82+034215.8,1
J095537.28+251013.0,1
J095539.46+013548.4,4
J095544.61+042707.4,2
J095547.10+145548.2,3
J095548.36+003324.9,1
J095551.60+110233.4,3
J095553.88+205609.2,2
J095554.35+260802.3,1
J095601.00+383624.7,1
J095602.16+103712.5,1
J095603.37+233811.1,3
J095604.34+440222.6,1
J095609.31+363445.5,2
J095617.51+155717.9,2
J095618.55+054206.7,1
J095620.57+085757.3,1
J095623.48+215454.7,1
J095628.05+183102.5,3
J095628.21+020347.0,2
J095629.78+510006.4,1
J095635.07+195954.5,2
J095635.22+264006.2,1
J095638.21+610816.5,1
J095639.39+342956.6,1
J095641.71+183547.5,4
J095650.72+040057.6,2
J095651.57+283139.6,3
J095652.82+095518.5,1
J095655.50+123039.1,2
J095656.96+165032.2,1
J095657.82+065735.5,2
J095659.50+453204.2,1
J095701.21+042504.8,2
J095704.82+090308.2,1
J095704.96+150422.3,2
J095705.69+540944.2,1
J095709.28+000033.0,1
J095710.03+561852.5,2
